,NeighbourValue,RelativesValue,TipState,tip
56,0.19842158421195813,3.064201367548856,2.383084095943769,'Humburi Senni Songhay [humb1243][hmb]-l-':1
57,0.06328237650680095,2.888848651066457,2.9091422453909646,'Tondi Songway Kiini [tond1249][tst]-l-':1
58,0.7206237695575776,,3.2337428147224245,'Koyra Chiini Songhay [koyr1240][khq]-l-':1
59,1.0092366594837539,,3.4254438484029603,'Zarma-Kaado [zarm1239][dje]-l-':1
60,0.3355258893356198,2.905890063245898,2.858018008852642,'Koyraboro Senni Songhai [koyr1242][ses]-l-':1
61,-2.0773938541776995,-3.134799112980236,-2.8032300342871084,'Luiseno [luis1253][lui]-l-':1
62,-2.450208366311481,-3.1878870827309935,-3.1803486793016544,'Chemehuevi [chem1251]':1
63,-1.5232381179057,,-4.574112665101321,'Huichol [huic1243][hch]-l-':1
64,-2.603912692050307,-3.1878870827309935,-3.1803486793016544,'Southern Paiute [sout2969]':1
65,-2.0947000002247145,-2.894811666857183,-3.3747865591032884,'CupeÃ±o [cupe1243][cup]-l-':1
66,-2.466589891951296,-2.823046382212811,-2.580046590300709,'Panamint [pana1305][par]-l-':1
67,-3.197469307431385,,-1.8208259497614496,'Western Durango Nahuatl [west2778][azn]-l-':1
68,-0.40605554026814683,-1.134331592597384,-1.665530931374091,'ZacatlÃ¡n-AhuacatlÃ¡n-Tepetzintla Nahuatl [zaca1241][nhi]-l-':1
69,-2.1402721474607365,-3.3747865591032884,-2.894811666857183,'Cahuilla [cahu1264][chl]-l-':1
70,-1.7644285727407916,-2.79611667008455,-2.6339060145572306,'Comanche [coma1245][com]-l-':1
71,-1.023838216045872,1.4565729300345245,-0.7289455020528918,'Pima Bajo [pima1248][pia]-l-':1
72,-0.32255431955065644,-1.665530931374091,-1.134331592597384,'Sierra Negra Nahuatl [sier1248][nsu]-l-':1
73,-2.1356457289311566,-3.1803486793016544,-3.195425486160333,'Ute [utee1244]':1
74,-3.0796311367909923,-2.60697630242897,-3.012186749868391,'Shoshoni [shos1248][shh]-l-':1
75,-2.5119151850867216,,-1.381034797725286,'Serrano [serr1255][ser]-l-':1
76,-2.4969492094768806,-3.1470266262509528,-3.1671128065391096,'Mono {USA} [mono1275][mnr]-l-':1
77,0.7412861380863668,-1.4997019158773528,-0.803732000732587,'Pipil [pipi1250][ppl]-l-':1
78,-0.43666366935569295,,-2.2844757233156465,'Classical Nahuatl [clas1250][nci]-l-':1
79,-2.61659858765668,-0.7289455020528918,1.4565729300345245,'Tohono O''odham [toho1245][ood]-l-':1
80,-2.0677961867916004,-3.1671128065391096,-3.1470266262509528,'Northern Paiute [nort2954][pao]-l-':1
81,-0.15362208520724496,,-1.6992432236605832,'Isthmus-Mecayapan Nahuatl [isth1242][nhx]-l-':1
82,-0.5256288587130096,,1.3161750118005209,'Chamacoco [cham1315][ceg]-l-':1
83,-1.1964121347381997,,0.39958380156958706,'Urningangg [urni1239][urc]-l-':1
84,-1.9764993228923249,-5.466087441843535,-3.351678553206132,'Northeast Maidu [nort2952][nmu]-l-':1
85,-2.00486809112905,-3.351678553206132,-5.466087441843535,'Northwest Maidu [nort2951][mjd]-l-':1
86,0.4589611256295864,,2.4489669790334507,'Bangime [bang1363][dba]-l-':1;
87,-1.2200702325414288,,-3.986237109256309,'Molale [mola1238][mbe]-l-':1;
88,-0.7134243861202815,0.3492541076506091,-0.7134243861202815,'Seneca [sene1264][see]-l-':1
89,1.3121472649273118,-0.6635317178731875,1.3121472649273118,'Wyandot [wyan1247][wya]-l-':1
90,-0.004972056939687756,,-0.6136390496260936,'Mohawk [moha1258][moh]-l-':1
91,-0.9394484371831642,,-1.5418391078524945,'Orya [orya1242][ury]-l-':1
92,-3.784074908747294,,-2.554419091732786,'Hurrian [hurr1240][xhu]-l-':1
93,2.8818216221215933,,3.994758366136719,'Abun [abun1252][kgr]-l-':1;
94,-3.4668297590191357,-4.642180823402697,-4.426447271564885,'Lak [lakk1252][lbe]-l-':1
95,-4.1842967493408985,-5.511123095495607,-3.8275302949793617,'Sirzin [sirz1237]':1
96,-3.533629491343236,-4.606816259231115,-5.027644862481785,'Khinalugh [khin1240][kjj]-l-':1
97,-4.151426828093191,-3.938067501483333,-4.165376971180828,'Archi [arch1244][aqc]-l-':1
98,-4.212842931107936,-4.797468551319684,-4.3930946888965625,'Budukh [budu1248][bdk]-l-':1
99,-4.111026991236449,-4.215825627032674,-4.8769739176410765,'Chechen [chec1245][che]-l-':1
100,-4.22901788560486,-4.3930946888965625,-4.797468551319684,'Kryz [kryt1240][kry]-l-':1
101,-4.087414552286149,-4.8769739176410765,-4.215825627032674,'Ingush [ingu1240][inh]-l-':1
102,-4.2922901111844896,-2.8112890494058376,-3.3269763701731714,'Udi [udii1243][udi]-l-':1
103,-4.23532853188531,,-5.511123095495607,'Icari [icar1234]':1
104,-4.011792077626647,-5.5030976428668845,-4.4694254610268045,'Khwarshi-Inkhoqwari [khva1239][khv]-l-':1
105,-4.114640737298388,,-4.825612495271519,'Bezhta [bezh1248][kap]-l-':1
106,-4.114640737298388,,-5.280187908371055,'Bagvalal [bagv1239][kva]-l-':1
107,-4.072161194940843,-4.688114559125241,-6.099391628510093,'Tsez [dido1241][ddo]-l-':1
108,-4.082658586554796,-4.546399772336875,-2.5615671242045788,'Bats [bats1242][bbl]-l-':1
109,-4.124826780927413,-4.669326695237484,-5.00134877383909,'North-Central Dargwa [darg1241][dar]-l-':1
110,-4.037978988426748,-5.149574347065526,-5.0933305562893745,'Chamalal [cham1309][cji]-l-':1
111,-4.114640737298388,,-5.0189607857599965,'Godoberi [ghod1238][gdo]-l-':1
112,-4.058574740588331,-3.3269763701731714,-2.8112890494058376,'Aghwan [aghw1237][xag]-l-':1
113,-4.23532853188531,,-4.361508847621407,'Rutul [rutu1240][rut]-l-':1
114,-4.027991270078384,-5.284408544768448,-4.906803657223676,'Hinuq [hinu1240][gin]-l-':1
115,-3.249746440242103,,-5.289284186926474,'Kakua [cacu1241][cbv]-l-':1
116,-0.7867925761087498,,-0.5111186390957221,'Tiwi [tiwi1244][tiw]-l-':1;
117,4.706607496130426,,4.868855146862689,'Western Xiangxi Miao [west2430][mmr]-l-':1
118,4.110717241540714,,4.865886506261523,'She [shee1238][shx]-l-':1
119,4.823469152385877,,5.408835170559171,'Iu Mien [iumi1238][ium]-l-':1
120,-2.690115437602213,,-4.394662231681457,'Tonkawa [tonk1249][tqw]-l-':1;
121,-1.0416169588344986,,-4.7191958298823256,'Siawi [siaw1243][mmp]-l-':1
122,-3.9725766575930095,,-3.92321256167528,'Laz [lazz1240][lzz]-l-':1
123,-1.040205296599807,,-0.7836945341820784,'Sentani [nucl1632][set]-l-':1
124,-1.1277172082495694,,-0.35423334707703963,'Wageman [wage1238][waq]-l-':1;
125,-0.6225876321908863,,2.9712217528160187,'Wari'' [wari1268][pav]-l-':1
126,-0.3891043622289385,,-2.092255621014739,'Nez Perce [nezp1238][nez]-l-':1
127,-1.0134379838092187,,-1.3725558370812676,'Wadjiginy [wadj1254][wdj]-l-':1;
128,-1.8582882653499837,,-1.1146211596178393,'Shasta [shas1239][sht]-l-':1
129,-0.5421074122292341,,-0.2564808861370098,'OcotlÃ¡n Zapotec [ocot1244][zac]-l-':1
130,-0.4739967712127256,,-1.6675959105750957,'Mangue [moni1237][mom]-l-':1
131,-0.35106348879572985,,-0.1467616038262117,'Malinaltepec Me''phaa [mali1285][tcf]-l-':1
132,-0.43666366935569295,,2.155025633533298,'Copala Triqui [copa1237][trc]-l-':1
133,-0.4818378049379976,,0.2425920669741046,'Santa MarÃ­a Zacatepec Mixtec [sant1436][mza]-l-':1
134,-0.35106348879572985,,-0.960113424551099,'Alacatlatzala Mixtec [alac1244][mim]-l-':1
135,-0.7569803731090786,,2.0201882462880687,'QuerÃ©taro Otomi [quer1236][otq]-l-':1
136,-0.42563942775117486,,1.2141464535634254,'Zaniza Zapotec [zani1235][zpw]-l-':1
137,-0.4133819423828448,,3.038330941007319,'CoatlÃ¡n Zapotec [coat1243][zps]-l-':1
138,-1.2080960907386078,,-1.7323916776724062,'Quileute [quil1240][qui]-l-':1
139,-1.9108908798975286,,-2.187462285705892,'Chimariko [chim1301][cid]-l-':1;
140,-2.544105281297648,-1.8564436463533016,-1.8125557706206945,'Northern Gumuz [gumu1244][guk]-l-':1
141,-2.670628488395017,,-1.8564436463533016,'Southern Gumuz [sout3236]-l-':1
142,-1.5604810709407655,,-1.3172661367290772,'Hanis [coos1249][csz]-l-':1
143,-1.634638865598666,-2.187807540088237,0.2456747659750444,'Warrwa [warr1258][wwr]-l-':1
144,-1.8026897041927472,,0.2090111645741743,'Bardi [bard1255][bcj]-l-':1
145,-1.8013834895979444,,-2.21548293545117,'Nyulnyul [nyul1247][nyv]-l-':1
146,-1.7282343389087917,0.2456747659750444,-2.187807540088237,'Nyigina [nyig1240][nyh]-l-':1
147,-3.20062652140335,,-3.20062652140335,'Northern Uzbek [nort2690][uzn]-l-':1
148,-3.149905901224176,-3.106452126470439,-3.149905901224176,'Bashkir [bash1264][bak]-l-':1
149,-2.939095724726968,,-2.939095724726968,'Kazakh [kaza1248][kaz]-l-':1
150,-2.7358643348318004,-3.0992826283550983,-2.7263589390236573,'Gagauz [gaga1249][gag]-l-':1
151,-2.576250055362538,,-2.576250055362538,'Sakha [yaku1245][sah]-l-':1
152,-3.1124872889090835,-2.906218453412385,-3.1124872889090835,'Turkish [nucl1301][tur]-l-':1
153,-3.3826750441441624,,-3.3826750441441624,'Tuvinian [tuvi1240][tyv]-l-':1
154,-3.5133353360727435,-3.730339513407145,-3.643995628001324,'Shor [shor1247][cjs]-l-':1
155,-3.1673421530212575,,-2.5912695485234014,'Chuvash [chuv1255][chv]-l-':1
156,-2.1225152461208223,-3.143320642837213,-2.2931410871558744,'Turkic Khalaj [turk1303][klj]-l-':1
157,-3.1673421530212575,-3.149905901224176,-3.106452126470439,'Tatar [tata1255][tat]-l-':1
158,-4.04057661902954,,-3.0860779678011125,'North Azerbaijani [nort2697][azj]-l-':1
159,-3.2548068445289156,,-3.467737538619163,'Turkmen [turk1304][tuk]-l-':1
160,-2.434944440402683,,-2.7411661077906477,'Crimean Tatar [crim1257][crh]-l-':1
161,-3.3189929990516545,-3.643995628001324,-3.730339513407145,'Khakas [khak1248][kjh]-l-':1
162,-1.1001414994965075,,-1.0412913885089827,'Southern NambikuÃ¡ra [sout2994][nab]-l-':1
163,-1.2530197005629282,-1.0412913885089827,-1.6973510638841385,'SabanÃª [saba1268][sae]-l-':1
164,4.820886481035339,5.101781302443015,4.394658845193593,'Central Khmer [cent1989][khm]-l-':1
165,2.9152217386259713,,4.736904941775538,'Shwe Palaung [shwe1236][pll]-l-':1
166,-2.422631579042804,-3.205403739611947,-1.847958450032988,'Bodo Gadaba [bodo1267][gbj]-l-':1
167,-2.0776714145225355,-2.8273203284062682,0.4559621224256941,'Kharia [khar1287][khr]-l-':1
168,4.249246419251432,2.271269521293234,4.461028978477359,'Semaq Beri [sema1265][szc]-l-':1
169,4.5672448323292,,4.1160826993490085,'Chrau [chra1242][crw]-l-':1
170,4.280188868028564,,5.701123134467491,'South Wa [para1301][prk]-l-':1
171,-2.694564198709297,-2.100034313982658,-3.907753964115968,'Juang [juan1238][jun]-l-':1
172,-2.526826341646941,-2.3718456387788485,-2.8723328846966374,'Gorum-Parenga [pare1266][pcj]-l-':1
173,4.771119539887976,,4.025763489202256,'Bugan [buga1247][bbh]-l-':1
174,-2.9457079390478946,-2.2915554258017825,-2.758627293201221,'Gata'' [gata1239][gaq]-l-':1
175,4.856377415302639,,5.0722780606277915,'Kuy [kuyy1240][kdt]-l-':1
176,-2.5096062635504865,,-2.3718456387788485,'Sora [sora1254][srb]-l-':1
177,-0.8428777937166578,,2.2057760474131793,'Car Nicobarese [carn1240][caq]-l-':1
178,3.924785850464864,4.41144574267325,4.029543677008348,'Jedek [jede1239]-l-':1
179,-2.5923122402401737,-1.847958450032988,-3.205403739611947,'Bondo [bond1245][bfw]-l-':1
180,5.383296383606907,,4.893777878421188,'Khmu [khmu1256][kjg]-l-':1
181,-1.8237279978400207,-1.308882113312513,-0.34431715948782554,'Mundari [mund1320][unr]-l-':1
182,0.6169924099142119,,3.0541704420474716,'Pnar [pnar1238][pbv]-l-':1
183,-1.970063772544904,-0.34431715948782554,-1.308882113312513,'Ho [hooo1248][hoc]-l-':1
184,,4.394658845193593,5.101781302443015,'Old Khmer [oldk1249][qok]-l-':1
185,5.078547283049723,,6.417631344882968,'Vietnamese [viet1252][vie]-l-':1
186,4.654868135682414,,4.413450553319652,'Blang [blan1242][blr]-l-':1
187,5.535596123188275,,5.683637165432534,'Mon [monn1252][mnw]-l-':1
188,3.979343288416992,4.029543677008348,4.41144574267325,'Jehai [jeha1242][jhi]-l-':1
189,3.8842865097207437,4.461028978477359,2.271269521293234,'Semelai [seme1247][sza]-l-':1
190,5.116743503194327,,5.358152258830918,'Central Chong [cent2314]-l-':1
191,3.9418824571542457,,4.722895871470802,'Kensiu [kens1248][kns]-l-':1
192,-2.959533043156128,-1.66501487505674,-3.2719587866720916,'Korku [kork1243][kfq]-l-':1
193,-1.3723723843427562,,-3.341845352369881,'Santali [sant1410][sat]-l-':1
194,5.260964020365166,,5.464960219990964,'Eastern Lawa [east2330][lwl]-l-':1
195,4.643326275605056,5.0722780606277915,4.403691124266842,'Pacoh [paco1243][pac]-l-':1
196,1.1479353929411098,,1.2611084453604446,'Lijili [liji1238][mgi]-l-':1
197,1.3972734139226306,-1.173899158067707,0.8607576183039062,'Waja [waja1259][wja]-l-':1
198,1.0921804228542622,-1.51192368565575,-1.1504335404470314,'Sekpele [sekp1241][lip]-l-':1
199,0.5393845368306392,2.3936817166458892,-0.009709593616510116,'Gbayi [gbay1278][gyg]-l-':1
200,-2.631660394164748,,-1.6112661906028631,'Ndengereko [nden1248][ndg]-l-':1
201,-0.5666339789528123,,2.2749476177634707,'Monzombo [monz1249][moj]-l-':1
202,0.1303786716362656,0.7073100280273726,-0.41388618617040657,'Sherbro [sher1258][bun]-l-':1
203,-0.9607045301302272,,-0.8077464179548548,'Keerak [kera1248][hhr]-l-':1
204,0.9943990280297677,-0.8230984482511005,3.1491341802653565,'Gade [gade1242][ged]-l-':1
205,1.296487106126391,-0.1135337763908769,1.6407766280979759,'Gola [gola1255][gol]-l-':1
206,-0.6506938668430733,,-1.0834808061159438,'Motembo-Kunda-Buja [temb1272][tmv]-l-':1
207,0.17766460360038555,,-0.6976875541157851,'Farefare [fare1241][gur]-l-':1
208,-2.174926834709722,-2.9251716843909645,-2.363087217120612,'Nilamba [nila1242][nim]-l-':1
209,1.3328083397951884,,-1.173899158067707,'Tula [tula1252][tul]-l-':1
210,-2.4670950635876796,,-3.3016172817860268,'Shambala [sham1280][ksb]-l-':1
211,0.9475079723814839,,2.109144980583358,'Nawuri [nawu1242][naw]-l-':1
212,1.2541201081094864,,1.2138830275545822,'Ibibio [ibib1240][ibb]-l-':1
213,-1.6596709773597889,,-2.939358653669717,'Jita [jita1239][jit]-l-':1
214,1.2708817522954998,,-1.7289469983051038,'Akan [akan1250][aka]-l-':1
215,0.3608754128563618,0.8637521350575742,0.5508679209971711,'Bom-Kim [bomk1234][bmf]-l-':1
216,1.4425631914382633,-0.038179027995427314,2.438062732849724,'Hyam [hyam1245][jab]-l-':1
217,0.8716631634183045,-1.4377056281211118,0.23894338430848586,'Wara [wara1292][wbf]-l-':1
218,1.2174322553925705,,3.047818005291591,'Njanga [njan1240]-l-':1
219,1.2108783175809157,,5.036223943047496,'Fon [fonn1241][fon]-l-':1
220,1.188755071100795,,-0.22506033855770316,'Tunen [tune1261][tvu]-l-':1
221,1.3686459980460601,,1.0289975405864382,'Lokaa [loka1252][yaz]-l-':1
222,-0.9607045301302272,,-1.4425115822513936,'Bandial [band1340][bqj]-l-':1
223,-2.4100807632938928,,-3.2372183365743328,'Bena {Tanzania} [bena1262][bez]-l-':1
224,-0.9332821491425494,-0.27493103265380303,-2.346527458660399,'Loi-Likila [balo1261][biz]-l-':1
225,-2.671903058098012,,-2.3978549954351767,'Nyakyusa-Ngonde [nyak1260][nyy]-l-':1
226,1.2240101716193263,,-2.9894581021490563,'Hausa States Fulfulde [nige1253][fuv]-l-':1
227,-2.2391150136083393,,-2.5202744255710936,'South-Central Kikongo [koon1244][kng]-l-':1
228,-1.5273307019259148,-1.7354230149323564,-2.6029696137726157,'Yeyi [yeyi1239][yey]-l-':1
229,-0.7996084193569908,-1.4650188492244305,-1.2876088522824276,'Mabaale [maba1270][mmz]-l-':1
230,-2.5163050125732447,,-1.1721424298262677,'Manda-Matumba [mand1423][mgs]-l-':1
231,1.0021490947646663,,2.8797147570835144,'Bolgo [bolg1251][bvo]-l-':1
232,-0.7243088932692212,-1.4284888831543816,-2.3522207991392903,'Libinza [libi1244][liz]-l-':1
233,0.209562735854283,,2.364984234316037,'Baka {Cameroon} [baka1272][bkc]-l-':1
234,0.8210221579258243,-2.4515983798814647,-0.7157461156814853,'Nzakara [nzak1247][nzk]-l-':1
235,-0.9214412844688498,,-0.1025115111339284,'Bongili [bong1284][bui]-l-':1
236,-1.1668490660909547,,-2.1145139790587124,'Makhuwa [makh1264][vmw]-l-':1
237,-0.5673704509831939,,-1.0038249947907345,'Kele-Foma [kele1255][khy]-l-':1
238,1.4277836681260383,2.7413473299635474,-1.5679503824342458,'Peere [peer1241][pfe]-l-':1
239,-2.368683670821087,-2.6362876977766603,-2.8749431002579886,'Langi [lang1320][lag]-l-':1
240,1.0982013309286978,,0.4972575182189696,'Eleme [elem1253][elm]-l-':1
241,0.9475079723814839,,0.7480198767453391,'Tuwuli [tuwu1238][bov]-l-':1
242,1.3568073498800393,-0.8007428281793745,0.7347272125189679,'Oko-Eni-Osayen [okoe1238][oks]-l-':1
243,1.0819134401445132,-1.3373849795900186,0.6695924345527547,'Avatime [avat1244][avn]-l-':1
244,1.1120454729533293,,2.4796305218336534,'Bekwarra [bekw1241][bkv]-l-':1
245,-0.9607045301302272,,-2.8372319091969618,'Kugere-Kuxinge [bayo1255][bda]-l-':1
246,1.2968190593261695,,2.0183105980005167,'Idoma [idom1241][idu]-l-':1
247,-1.409786947708974,,-2.192169822614749,'Noon [noon1242][snf]-l-':1
248,-1.545326120547084,,-1.5164952614100122,'Suku [suku1259][sub]-l-':1
249,1.4517879941175935,4.1919474920587065,1.4845878157725882,'Nzakambay [nzak1246][nzy]-l-':1
250,1.4360589313648344,,1.8644016902469107,'AbÃ© [abee1242][aba]-l-':1
251,1.4352832210914475,0.6002072693342769,2.7397130385846253,'Mambai [mamb1294][mcs]-l-':1
252,0.9475079723814839,,-1.3373849795900186,'Tafi [tafi1243][tcd]-l-':1
253,1.488430090595519,,1.767483678590085,'Kari [kari1306][kbj]-l-':1
254,0.4890448857382645,1.2476105036608365,1.7221079819319485,'Tiefo-Daramandugu [tief1242][tiq]-l-':1
255,0.8930889157189537,,0.1522090732909977,'Ut-Main [kagf1238][gel]-l-':1
256,-2.5508622769497573,-2.4421670106053344,-1.326399824243946,'Kagulu [kagu1239][kki]-l-':1
257,1.3164026847065553,,0.33056594846998383,'Salka-Tsishingini [tsis1238][tsw]-l-':1
258,1.0449294690737754,1.767546425403771,1.1301966819221163,'Pambia [pamb1243][pmb]-l-':1
259,-0.0860186382816164,,-1.9046805215779323,'Konzo [konz1239][koo]-l-':1
260,1.2462229506765146,1.535199430510881,3.9778585047782036,'Kam [kamm1249][kdx]-l-':1
261,1.2033826296288335,,2.8237686301300395,'Igbo [nucl1417][ibo]-l-':1
262,1.096713335933737,1.3136048641346996,4.269407633870465,'Jukun Takum [juku1254][jbu]-l-':1
263,1.4286028318544128,,0.30315281420655155,'Wawa [wawa1246][www]-l-':1
264,-2.354211854422643,,-2.45580088907682,'Shona [shon1251][sna]-l-':1
265,1.3368571441892556,,1.217945318889743,'Gaa [gaaa1245][ttb]-l-':1
266,-0.9607045301302272,,-2.9530127043366554,'Gubeeher-Gufangor-Gubelor [gube1234]-l-':1
267,1.0293940503281962,,5.3335670374194555,'Ndogo [ndog1248][ndz]-l-':1
268,1.0832393363009458,,0.9640536929217332,'Tiv [tivv1240][tiv]-l-':1
269,0.9475079723814839,,-1.646011739495393,'Nkonya [nkon1248][nko]-l-':1
270,-0.6395725911657412,-1.0107263859784312,-2.15412031171194,'Ganda [gand1255][lug]-l-':1
271,1.3342921551764124,3.107641960877645,0.6813334403845739,'Jiba [jiba1237][juo]-l-':1
272,-1.4659436665855083,,-2.5004748811607613,'Kikuyu [kiku1240][kik]-l-':1
273,-0.2345580651656407,-0.5363576448636135,0.6509053200850242,'Baga Koga [baga1273][bgo]-l-':1
274,0.13940401421713133,,3.321996712403283,'Paasaal [paas1238][sig]-l-':1
275,1.4010304945444159,,4.057757815794502,'Samba Leko [samb1305][ndi]-l-':1
276,1.163188553407461,,1.0507781160070493,'Khana [khan1278][ogo]-l-':1
277,-2.420309467182615,,-3.0042269680302787,'Makwe [makw1236][ymk]-l-':1
278,-2.127291068764498,,-2.8373500920646317,'Sukuma [suku1261][suk]-l-':1
279,0.4714709050615567,1.7221079819319485,1.2476105036608365,'Tiefo-Nyafogo-Numudara [tief1244]-l-':1
280,1.2704416294994896,,0.4624550971041872,'Cross River Mbembe [cros1244][mfn]-l-':1
281,-0.40498033733907884,-1.7085259521978169,-1.987381843247372,'Nyankole [nyan1307][nyn]-l-':1
282,1.4180129550549296,,-2.3312505172419407,'Jju [jjuu1238][kaj]-l-':1
283,1.6190372461568465,,4.010743910203853,'Northwest Gbaya [nort2775][gya]-l-':1
284,1.1113741801163435,-1.6509149346992724,2.2643566326517104,'Mundabli [mund1328][boe]-l-':1
285,0.4870712985270306,1.3173387455856462,-0.003353545587274777,'Supyire Senoufo [supy1237][spp]-l-':1
286,0.5107336625630502,-0.003353545587274777,1.3173387455856462,'SÃ¬cÃ¬tÃ© SÃ©noufo [sici1249][sep]-l-':1
287,1.1728827558368402,,0.44990753562774416,'Meta'' [meta1238][mgo]-l-':1
288,0.5816633434987195,0.23894338430848586,-1.4377056281211118,'Natioro [nati1243][nti]-l-':1
