,NeighbourValue,RelativesValue,TipState,tip
1367,0.9434756646944005,1.6722168099442785,0.4516853344573373,'Iwam [iwam1256][iwm]-l-':1
1368,1.0080233546457242,1.801212691858237,-0.5802817208543306,'Awtuw [awtu1239][kmn]-l-':1
1369,2.10207890624931,0.8093629844089226,0.2980012308630651,'Tangam [tang1377]-l-':1
1370,2.0284590258185187,0.8154979744448219,0.0035217091398990438,'Zakhring [zakh1243][zkr]-l-':1
1371,0.8824473015182984,0.8279646356701184,-0.5948780296743214,'Atong {India} [aton1241][aot]-l-':1
1372,0.5085259902956509,0.8316652675323618,-0.7725083590620178,'Kulung {Nepal} [kulu1253][kle]-l-':1
1373,1.9369933155189398,0.7752173159785922,1.9369933155189398,'Wu Chinese [wuch1236][wuu]-l-':1
1374,0.9863685344158203,0.8063577035599708,0.4422547116127499,'Chocangacakha [choc1275][cgk]-l-':1
1375,0.801943336697095,0.7647712627061164,2.4384038725977843,'Lepcha [lepc1244][lep]-l-':1
1376,2.2873036525033172,0.7423097017872751,3.516558796702165,'Central Bai [cent2004][bca]-l-':1
1377,1.9176347038962391,0.7668719300125976,2.3375718418866898,'Burmese [nucl1310][mya]-l-':1
1378,2.524597896326832,0.757346456341025,2.7947945781221604,'Kman [miju1243][mxj]-l-':1
1379,2.8193879635615047,0.7283791560568225,4.185224991763897,'Northern Tujia [nort2732][tji]-l-':1
1380,2.0324723316112476,0.7921091793191747,1.1261838751709752,'Para Naga [para1302][pzn]-l-':1
1381,2.8400393313557246,0.7564038573153259,2.8400393313557246,'Mandarin Chinese [mand1415][cmn]-l-':1
1382,0.548383192728818,0.824192042076143,-0.41379353716351386,'Athpariya [athp1241][aph]-l-':1
1383,2.109837915035762,0.736153809101709,3.81204164560933,'Southern Bai [sout2730][bfs]-l-':1
1384,2.0127505225612605,0.7958070185160473,0.9486875937210896,'Koireng [koir1240][nkd]-l-':1
1385,2.1052166884996426,0.755813256956189,2.8683881485942857,'Bangru [bang1369]-l-':1
1386,-1.8188528675845452,0.7932401885978915,1.071895429792571,'Quanzhang [hokk1242]':1
1387,0.03749555902959037,0.851362229139618,-1.7179625162103125,'Camling [caml1239][rab]-l-':1
1388,2.106353283029049,0.766458739578332,2.357404982731426,'Hua Lisu [hual1240]':1
1389,1.2171471486400463,0.772702488985605,2.057705011182332,'Ura [uraa1244]':1
1390,1.5480242972701665,0.8176215024102206,-0.09840763319923553,'Nung {Myanmar} [nung1282][nun]-l-':1
1391,0.02871117180214748,0.8528262936775253,-1.7882376140298557,'Chintang [chhi1245][ctn]-l-':1
1392,1.972798049449163,0.7894281905555568,1.2548713358246308,'Mara Chin [mara1382][mrh]-l-':1
1393,1.2605862194075093,0.7663676244986832,2.361778506554574,'Kurtokha [kurt1248][xkz]-l-':1
