,NeighbourValue,RelativesValue,TipState,tip
0,-0.5083397070801896,,-0.9333940273913144,'Canichana [cani1243][caz]-l-':1;
1,-0.07106047027245942,,0.5830504461770459,'Pawnee [pawn1254][paw]-l-':1
2,1.4224362664628345,1.999603068182535,3.3932310012960163,'Yuki [yuki1243][yuk]-l-':1
3,1.548125280365793,3.3932310012960163,1.999603068182535,'Wappo [wapp1239][wao]-l-':1
4,0.8066938429086767,2.9626572972735965,1.4246233862662556,'Aka-Bea [akab1249][abj]-l-':1
5,1.5757107984123473,1.4246233862662556,2.9626572972735965,'Aka-Jeru [akaj1239][akj]-l-':1
6,-0.6804474262200654,1.84072546163098,2.6690120744060746,'Bench [benc1235][bcq]-l-':1
7,-0.5946356918355573,1.9354699313729653,1.342589498018288,'Kachama-Ganjule-Haro [kach1284][kcx]-l-':1
8,-0.6215135011712589,1.7607961565048067,3.7880223461725073,'Dawro [dawr1236][dwr]-l-':1
9,-0.8873115201869496,1.910917866179495,1.6863184107268685,'Anfillo [anfi1235][myo]-l-':1
10,-0.7184634281555349,1.9507103788630793,1.1292232331566854,'Male {Ethiopia} [male1284][mdy]-l-':1
11,-0.6341260654206593,1.7892873719981472,3.3891453292657405,'Gamo [gamo1243][gmv]-l-':1
12,-0.7655409672513992,1.9681359027978282,0.8852658980702023,'Melo [melo1242][mfx]-l-':1
13,-0.5511568814076173,1.8697939024359511,2.262053903136485,'Wolaytta [wola1242][wal]-l-':1
14,-0.7502246908883977,2.0052004426349064,0.3663623403511072,'Kafa [kafa1242][kbr]-l-':1
15,-0.5738380350163775,1.7824569829173706,3.484770776396608,'Gofa [gofa1235][gof]-l-':1
16,-1.2092133330170796,2.092409902134035,-0.8545700926366931,'Boro {Ethiopia} [boro1277][bwo]-l-':1
17,-0.7216143519454176,1.825958990264414,2.8757426735380047,'Chara [char1269][cra]-l-':1
18,-0.5779133033439032,1.8963318781722387,1.8905222428284565,'Zayse-Zergulla [zays1235][zay]-l-':1
19,-0.5551710239534615,1.8846944569685617,2.053446139679933,'Koorete [koor1239][kqy]-l-':1
20,-0.7801554079128291,1.9262789123650195,1.471263764129526,'Yemsa [yems1235][jnj]-l-':1
21,2.020244151072857,,-2.8030533843342202,'Monumbo [nucl1458][mxk]-l-':1
22,2.184757209784474,1.2643775160977682,-4.2176876888347286,'Yimas [yima1243][yee]-l-':1
23,2.059664274065172,-4.2176876888347286,1.2643775160977682,'Awar [awar1249][aya]-l-':1
24,-0.40551970349025496,,0.04166898371787288,'Central Kalapuya [kala1400][kyl]-l-':1
25,-0.5532831431700355,-1.4456684030436289,-2.9076670406768828,'ItzÃ¡ [itza1241][itz]-l-':1
26,-0.8979114224184188,-1.5481258043972288,-1.4732634217264866,'Popti'' [popt1235][jac]-l-':1
27,-0.8949667047244692,-1.5809079932771144,-1.014312777408081,'Mam [mamm1241][mam]-l-':1
28,-0.7492638996988904,-1.644319568105067,-0.12655072981674845,'Mocho [moch1257][mhc]-l-':1
29,-0.8556142538691428,-1.587401746621556,-0.9234002305858994,'Tojolabal [tojo1241][toj]-l-':1
30,-1.157506182180843,-1.3070735274749772,-4.8479952986380015,'Akateko [west2635][knj]-l-':1
